Mgf_Year,Car_Brand,Car_Model,City,State,Price,Kms,Engine_Type,EngineTransmission
2017,Mahindra,XUV500 AT W10 FWD,Thane, Thane,1195000,100000,Diesel,Automatic
2016,Mahindra,TUV 300 T8,Borivali West, Mumbai,660000,34716,Diesel,Manual
2021,Mahindra,XUV300 W8 Option AMT BSVI,Mulund West, Mumbai,1123000,41278,Petrol,Automatic
2019,Mahindra,XUV500 W9 2WD,Thane, Mumbai,1351000,57470,Diesel,Manual
2023,Mahindra,Thar LX 4-Str Hard Top BSVI,Malad West, Mumbai,1700000,13800,Petrol,Manual
2018,Mahindra,XUV500 AT W10 FWD,Borivali West, Mumbai,1200000,55829,Diesel,Automatic
2018,Mahindra,XUV500 AT W10 FWD,Borivali West, Mumbai,1200000,55800,Diesel,Automatic
2017,Mahindra,TUV 300 mHAWK100 T8,Andheri East, Mumbai,655000,61000,Diesel,Manual
2016,Mahindra,KUV 100 mFALCON D75 K8 5str,Kharghar, Navi Mumbai,460000,60397,Diesel,Manual
2019,Mahindra,XUV500 AT W9 2WD,Kharghar, Navi Mumbai,1435000,48872,Diesel,Automatic
2022,Mahindra,XUV300 W8 Diesel Sunroof BSVI,Borivali West, Mumbai,1190000,13758,Diesel,Manual
2015,Mahindra,XUV500 W10 2WD,Andheri East, Mumbai,779000,117000,Diesel,Manual
2017,Mahindra,XUV500 AT W10 1.99 mHawk,Mulund West, Mumbai,1079000,84784,Diesel,Automatic
2019,Mahindra,XUV300 W8 Option BSIV,Ghatkopar West, Mumbai,838000,54327,Petrol,Manual
2017,Mahindra,XUV500 AT W10 AWD,West, Thane,1035000,112035,Diesel,Automatic
2019,Mahindra,XUV300 W8 Diesel BSIV,Andheri East, Mumbai,895000,35900,Diesel,Manual
2022,Mahindra,Thar LX 4-Str Convert Top AT BSVI,Andheri East, Mumbai,1575000,15000,Petrol,Automatic
2019,Mahindra,XUV300 W8 AMT Optional Diesel BSIV,Malad West, Mumbai,1195000,33327,Diesel,Automatic
2017,Maruti,Baleno 1.2 Alpha,Borivali West, Mumbai,575000,34000,Petrol,Manual
2015,Maruti,Celerio 2014-2017 VXI AT,Ghatkopar East, Mumbai,440000,16640,Petrol,Automatic
2011,Maruti,Swift 1.2 ZXI BSII,Ghatkopar West, Mumbai,254000,33342,Petrol,Manual
2007,Maruti,Zen Estilo LXI,Vikhroli, Mumbai,110000,82998,Petrol,Manual
2017,Maruti,Baleno 1.2 Delta,Borivali West, Mumbai,565000,18125,Petrol,Manual
2016,Maruti,Swift VDI,Kandivali West, Mumbai,535000,73831,Diesel,Manual
2014,Maruti,Baleno Delta CVT,Chembur, Mumbai,535000,54500,Petrol,Automatic
2015,Maruti,Celerio 2014-2017 ZXI AT,Antop Hill, Mumbai,325000,54000,Petrol,Automatic
2021,Maruti,Wagon R ZXI AMT 1.2,West, Thane,599000,17847,Petrol,Automatic
2017,Maruti,Swift VXI,Goregaon East, Mumbai,506000,57535,Petrol,Manual
2022,Maruti,Swift VXI BSVI,Ghatkopar East, Mumbai,695000,23718,Petrol,Manual
2016,Maruti,Baleno 1.2 Delta,Ghatkopar East, Mumbai,515000,42187,Petrol,Manual
2019,Maruti,Ignis Delta AMT BSVI,Borivali West, Mumbai,575000,26125,Petrol,Automatic
2012,Maruti,Ritz VDi,Borivali West, Mumbai,310000,43200,Diesel,Manual
2023,Maruti,Baleno Alpha AMT BSVI,Antop Hill, Mumbai,1015000,13026,Petrol,Automatic
2020,Maruti,Wagon R VXI 1.2,Prabhadevi, Mumbai,575000,24841,Petrol,Manual
2018,Maruti,Baleno 1.2 Delta,Borivali West, Mumbai,565000,38125,Petrol,Manual
2015,Maruti,Celerio 2014-2017 VXI AT,Antop Hill, Mumbai,385000,58000,Petrol,Automatic
2012,Maruti,Wagon R VXI BS IV,Vikhroli, Mumbai,250000,65854,Petrol,Manual
2020,Maruti,Wagon R CNG LXI BSIV,Ghatkopar West, Mumbai,539000,23060,CNG,Manual
2014,Maruti,Eeco CNG 5 Seater AC BSIV,vasai, Mumbai,300000,80000,CNG,Manual
2019,Maruti,Eeco CNG 5 Seater AC,West, Thane,518000,20980,CNG,Manual
2017,Maruti,Eeco 5 STR With AC Plus HTR CNG,Ghatkopar West, Mumbai,455000,22570,CNG,Manual
2010,Maruti,Eeco 7 Seater Standard BSIV,Navi Mumbai, Mumbai,275000,110000,Petrol,Manual
2013,Maruti,Eeco 5 STR With AC Plus HTR CNG,Mulund West, Mumbai,330000,71000,CNG,Manual
2013,Maruti,Eeco 5 STR With AC Plus HTR CNG,Mulund West, Mumbai,330000,72000,CNG,Manual
2010,Maruti,Eeco 7 Seater Standard BSIV,Navi Mumbai, Mumbai,250000,110000,Petrol,Manual
2020,Maruti,Eeco CNG 5 Seater AC,Nerul, Navi Mumbai,478000,90248,CNG,Manual
2014,Maruti,Ertiga VXI CNG,West, Thane,621000,101999,CNG,Manual
2018,Maruti,Ertiga VXI CNG,Bazargate, Mumbai,825000,96750,CNG,Manual
2014,Maruti,Ertiga VXI CNG,Goregaon East, Mumbai,566000,111085,CNG,Manual
2016,Maruti,Ertiga SHVS VDI,Mulund West, Mumbai,750000,83215,Diesel,Manual
2016,Maruti,Ertiga SHVS VDI,West, Thane,800000,69000,Diesel,Manual
2014,Maruti,Ertiga VXI CNG Limited Edition,Chembur, Mumbai,635000,82000,CNG,Manual
2012,Maruti,Ertiga ZXI,Thane, Mumbai,475000,67000,Petrol,Manual
2014,Maruti,Ertiga VDI,Chembur, Mumbai,679000,78000,Diesel,Manual
2022,Maruti,XL6 Alpha Plus BSVI,Goregaon (w), Mumbai,1245000,17000,Petrol,Manual
2021,Maruti,XL6 Zeta,Kandivali West, Mumbai,1085000,17000,Petrol,Manual
2014,Maruti,Ertiga VXI CNG,Jogeshwari West, Mumbai,575000,72000,CNG,Manual
2023,Maruti,XL6 Alpha Plus AT BSVI,Kandivali West, Mumbai,1550000,1250,Automatic,Manual
2021,Maruti,XL6 Zeta,Kandivali West, Mumbai,1065000,18236,Petrol,Manual
2015,Maruti,Ertiga VXI CNG,Malad, Mumbai,750000,75100,CNG,Manual
2017,Maruti,Ertiga 1.5 ZDI Plus,Mulund West, Mumbai,825000,79000,Diesel,Manual
2014,Maruti,Ertiga VDI Limited Edition,Jogeshwari West, Mumbai,595000,72000,Diesel,Manual
2019,Maruti,Ertiga SHVS VDI,Antop Hill, Mumbai,1075000,81000,Diesel,Manual
2019,Maruti,Ertiga 1.5 ZDI Plus,Mulund West, Mumbai,1200000,27770,Diesel,Manual
2016,Maruti,Ciaz VXi Plus,Borivali West, Mumbai,585000,42550,Petrol,Manual
2016,Maruti,Ciaz ZDi Plus SHVS,Kharghar, Navi Mumbai,625000,74651,Diesel,Manual
2021,Maruti,Ciaz Alpha AT BSVI,Goregaon East, Mumbai,1006000,33706,Petrol,Automatic
2022,Maruti,Ciaz Zeta AT BSVI,Ghatkopar East, Mumbai,1080000,22000,Petrol,Automatic
2018,Maruti,Ciaz 1.4 Alpha,Borivali West, Mumbai,775000,12600,Petrol,Manual
2017,Maruti,Ciaz 1.4 AT Alpha,West, Thane,721000,38000,Petrol,Automatic
2017,Maruti,Ciaz 1.4 AT Zeta,Ghatkopar East, Mumbai,699000,68000,Petrol,Automatic
2011,Maruti,Swift Dzire 1.2 Vxi BSIV,Sanpada, Navi Mumbai,261000,46247,Petrol,Manual
2017,Maruti,Dzire 2017-2020 VXI 1.2 BS IV,West, Thane,505000,51000,Petrol,Manual
2020,Maruti,Ciaz Alpha AT BSVI,Goregaon East, Mumbai,934000,23697,Petrol,Automatic
2017,Maruti,Dzire 2017-2020 AMT ZDI,West, Thane,659000,27534,Diesel,Automatic
2016,Maruti,Ciaz AT ZXi,Thane, Thane,625000,19400,Petrol,Automatic
2021,Maruti,Ciaz Alpha AT BSVI,Mulund West, Mumbai,1000000,29150,Petrol,Automatic
2018,Maruti,Ciaz Zeta Automatic BSIV,Matunga West, Mumbai,795000,48000,Petrol,Automatic
2013,Maruti,Swift Dzire VXI,West, Thane,358000,34028,Petrol,Manual
2012,Maruti,Swift Dzire VXi,Thane, Thane,365000,62155,Petrol,Manual
2018,Maruti,Ciaz 1.4 AT Alpha,Bandra West, Mumbai,775000,35000,Petrol,Automatic
2021,Maruti,Ciaz 1.4 S,Chembur, Mumbai,935000,15000,Petrol,Manual
2018,Maruti,Dzire 2017-2020 VXI 1.2 BS IV,Antop Hill, Mumbai,630000,36000,Petrol,Manual
2018,Maruti,Vitara Brezza ZDi,West, Thane,811000,66000,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi AMT,Chembur, Mumbai,950000,28489,Diesel,Automatic
2016,Maruti,Vitara Brezza ZDi Plus,Antop Hill, Mumbai,735000,85718,Diesel,Manual
2016,Maruti,S Cross DDiS 200 Zeta,Mulund East, Mumbai,645000,86146,Diesel,Manual
2017,Maruti,S Cross DDiS 200 Alpha,Chembur, Mumbai,800000,22500,Diesel,Manual
2017,Maruti,S Cross DDiS 200 Zeta,Chembur, Mumbai,680000,64198,Diesel,Manual
2023,Maruti,Brezza Zxi Plus AT BSVI,Mulund West, Mumbai,1320000,20000,Petrol,Automatic
2015,Maruti,S Cross DDiS 320 Alpha,Ghatkopar West, Mumbai,589000,66438,Diesel,Manual
2019,Maruti,Vitara Brezza VDi AMT,West, Thane,805000,71236,Diesel,Automatic
2015,Maruti,SX4 S Cross DDiS 200 Zeta,Chembur, Mumbai,645000,50000,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi AMT,Chembur, Mumbai,925000,68000,Diesel,Automatic
2018,Maruti,Vitara Brezza VDi,Antop Hill, Mumbai,695000,57044,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi,West, Thane,789000,57000,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi Plus AMT,Bandra West, Mumbai,925000,26000,Diesel,Automatic
2018,Maruti,SX4 S Cross DDiS 200 Zeta,Santacruz Central, Mumbai,775000,56941,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi AMT,Kandivali West, Mumbai,875000,80467,Diesel,Automatic
2015,Maruti,S Cross DDiS 200 Zeta,Borivali West, Mumbai,625000,81025,Diesel,Manual
2015,Maruti,S Cross DDiS 320 Alpha,Kandivali West, Mumbai,565000,76923,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi Plus Dual Tone,Mulund West, Mumbai,800000,50500,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi AMT,Antop Hill, Mumbai,940000,68154,Diesel,Automatic
2018,Tata,Tiago 1.2 Revotron XZA,Borivali West, Mumbai,565000,19125,Petrol,Automatic
2018,Tata,Tiago XZA,Nerul, Navi Mumbai,485000,13821,Petrol,Automatic
2021,Tata,Altroz XZ Plus Dark Edition BSVI,Antop Hill, Mumbai,810000,18362,Petrol,Manual
2021,Tata,Tiago XZA Plus AMT BSVI,Mulund West, Mumbai,625000,20958,Petrol,Automatic
2019,Tata,Tiago 1.2 Revotron XZA,West, Thane,499000,22764,Petrol,Automatic
2020,Tata,Altroz XT BSVI,Goregaon East, Mumbai,631000,36702,Petrol,Manual
2022,Tata,Altroz XZA DCT BSVI,Goregaon East, Mumbai,965000,2973,Automatic,Manual
2020,Tata,Altroz XZ Diesel BSVI,Mulund West, Mumbai,718000,71356,Diesel,Manual
2018,Tata,Tiago 1.2 Revotron XZA,Antop Hill, Mumbai,545000,27636,Petrol,Automatic
2019,Tata,Tiago XZA Plus,Goregaon East, Mumbai,571000,18218,Petrol,Automatic
2022,Tata,Tiago XZA Plus AMT BSVI,Mulund West, Mumbai,713000,5579,Automatic,Automatic
2021,Tata,Altroz XM plus BSVI,Ghatkopar West, Mumbai,645000,19097,Petrol,Manual
2020,Tata,Altroz XZ Diesel BSVI,Mulund West, Mumbai,742000,27102,Diesel,Manual
2021,Tata,Tiago XZA Plus AMT BSVI,Thurbe, Navi Mumbai,561000,42450,Petrol,Automatic
2018,Tata,Tiago 1.2 Revotron XZA,Bandra West, Mumbai,475000,34000,Petrol,Automatic
2017,Tata,Tiago 1.05 Revotorq XZ,Kharghar, Navi Mumbai,475000,65914,Diesel,Manual
2016,Tata,Tiago 1.2 Revotron XZ,Antop Hill, Mumbai,385000,36605,Petrol,Manual
2022,Tata,Altroz XZ Plus Diesel BSVI,Thane, Mumbai,890000,21230,Diesel,Manual
2019,Tata,Harrier XZ Dual Tone BSIV,Mira Road, Mumbai,1250000,48000,Diesel,Manual
2022,Tata,Nexon XZ Plus BSVI,Antop Hill, Mumbai,1000000,14798,Petrol,Manual
2022,Tata,Nexon XZ Plus BSVI,Nerul, Navi Mumbai,994000,3789,Manual,Manual
2022,Tata,Nexon XZ Plus BSVI,Antop Hill, Mumbai,985000,15100,Petrol,Manual
2019,Tata,Nexon 1.5 Revotorq XMA,Chembur, Mumbai,795000,75098,Diesel,Automatic
2020,Tata,Harrier XZA Plus AT BSVI,Matunga West, Mumbai,1785000,34000,Diesel,Automatic
2018,Tata,Nexon 1.2 Revotron XZA Plus,Goregaon East, Mumbai,757000,41984,Petrol,Automatic
2022,Tata,Nexon XZ Plus BSVI,Mulund West, Mumbai,975000,18598,Petrol,Manual
2018,Tata,Nexon 1.2 Revotron XZA Plus,West, Thane,765000,53000,Petrol,Automatic
2021,Tata,Nexon XZ Plus BSVI,Antop Hill, Mumbai,1075000,45000,Petrol,Manual
2018,Tata,Nexon 1.2 Revotron XMA,Thane, Mumbai,775000,64555,Petrol,Automatic
2021,Tata,Nexon XZA Plus AMT BSVI,Malad West, Mumbai,1075000,39000,Petrol,Automatic
2021,Tata,Nexon EV XZ Plus Lux Dark Edition,Mumbai, Mumbai,1300000,30000,Electric,Automatic
2022,Tata,Safari XZ Plus BSVI,Malad West, Mumbai,1900000,39800,Diesel,Manual
2021,Tata,Nexon XZ Plus BSVI,Ghatkopar West, Mumbai,937000,14922,Petrol,Manual
2018,Tata,Nexon 1.5 Revotorq XM,Kharghar, Navi Mumbai,775000,32780,Diesel,Manual
2020,Tata,Nexon EV XZ Plus,Borivali West, Mumbai,1295000,25000,Electric,Automatic
2018,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,Thane, Mumbai,840000,55056,Diesel,Manual
2020,Tata,Nexon XZ Plus BSVI,Nerul, Navi Mumbai,881000,28151,Petrol,Manual
2021,Tata,Nexon XM Diesel BSVI,Borivali West, Mumbai,895000,37110,Diesel,Manual
2024,Tata,Tigor XM,Mumbai, Mumbai,680000,2000,Manual,Manual
2019,Tata,Tigor XZ Plus,West, Thane,565000,20701,Petrol,Manual
2018,Tata,Tigor XZ,West, Thane,499000,18284,Petrol,Manual
2019,Tata,Tigor XZA,Bandra West, Mumbai,575000,17000,Petrol,Automatic
2016,Tata,Zest Revotron 1.2 XT,Andheri, Mumbai,425000,61000,Petrol,Manual
2017,Tata,Tigor 1.2 Revotron XZ Option,Prabhadevi, Mumbai,475000,29500,Petrol,Manual
2021,Tata,Tigor XZA Plus AMT BSVI,Matunga West, Mumbai,699000,21000,Petrol,Automatic
2012,Tata,Manza Aura (ABS) Safire BS IV,Mulund East, Mumbai,175000,54507,Petrol,Manual
2018,Tata,Tigor XZA,Mulund West, Mumbai,494000,48115,Petrol,Automatic
2014,Tata,Zest Revotron 1.2T XMS,Antop Hill, Mumbai,325000,45595,Petrol,Manual
2017,Tata,Zest Revotron 1.2 XT,West, Thane,395000,46646,Petrol,Manual
2023,Tata,Tigor XZ Plus,Mulund West, Mumbai,729000,8683,Manual,Manual
2019,Tata,Tigor XZ Plus,Mulund West, Mumbai,502000,87229,Petrol,Manual
2016,Tata,Zest Revotron 1.2 XT,Thane, Mumbai,399000,25833,Petrol,Manual
2021,Tata,Tigor XZA Plus AMT BSVI,Borivali West, Mumbai,675000,19097,Petrol,Automatic
2017,Tata,Zest Revotron 1.2T XE,Santacruz Central, Mumbai,375000,30091,Petrol,Manual
2022,Tata,Tigor XZ Plus CNG BSVI,Goregaon East, Mumbai,758000,18323,CNG,Manual
2012,Tata,Manza Aura (ABS) Quadrajet,Mulund West, Mumbai,155000,72000,Diesel,Manual
2015,Tata,Indigo GLS,Mumbai, Mumbai,139000,90000,Petrol,Manual
2016,Toyota,Innova Crysta 2.8 GX AT BSIV,West, Thane,1485000,129000,Diesel,Automatic
2019,Toyota,Innova Crysta 2.8 ZX AT BSIV,Chembur, Mumbai,2050000,111535,Diesel,Automatic
2018,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,Ghatkopar East, Mumbai,1945000,40739,Diesel,Automatic
2016,Toyota,Innova Crysta 2.4 VX MT 8S BSIV,Malad, Mumbai,1590000,75110,Diesel,Manual
2016,Toyota,Innova Crysta 2.8 ZX AT BSIV,Borivali West, Mumbai,1875000,99000,Diesel,Automatic
2012,Toyota,Innova 2.5 E 8 STR,Mira Road East, Mumbai,625000,295000,Diesel,Manual
2013,Toyota,Innova 2.5 G (Diesel) 8 Seater,Andheri East, Mumbai,750000,149000,Diesel,Manual
2013,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,Borivali West, Mumbai,860000,185000,Diesel,Manual
2012,Toyota,Innova 2.5 VX 8 STR BSIV,Mumbai, Mumbai,600000,120000,Diesel,Manual
2014,Toyota,Innova 2.5 VX (Diesel) 8 Seater,Santacruz(west) S.o, Mumbai,965000,121000,Diesel,Manual
2017,Toyota,Innova Crysta 2.4 GX MT 8S BSIV,Borivali West, Mumbai,1550000,67100,Diesel,Manual
2009,Toyota,Innova 2.5 V Diesel 8-seater,Borivali West, Mumbai,465000,159600,Diesel,Manual
2014,Toyota,Innova 2.5 VX (Diesel) 8 Seater,Borivali West, Mumbai,1075000,107677,Diesel,Manual
2015,Toyota,Innova 2.5 Z Diesel 7 Seater,Kandivali West, Mumbai,1051000,115312,Diesel,Manual
2020,Toyota,Innova Crysta Leadership Edition,Andheri, Mumbai,2265000,55000,Diesel,Manual
2016,Toyota,Innova Crysta 2.8 ZX AT BSIV,Antop Hill, Mumbai,1850000,78756,Diesel,Automatic
2012,Toyota,Innova 2.5 VX 8 STR,Mumbai, Mumbai,900000,100000,Diesel,Manual
2014,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Vitthalwadi, Thane,950000,71000,Diesel,Manual
2013,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,Matunga West, Mumbai,685000,146000,Diesel,Manual
2014,Toyota,Innova 2.5 G (Diesel) 8 Seater,Borivali West, Mumbai,935000,145000,Diesel,Manual
2011,Toyota,Etios V,Andheri West, Mumbai,245000,51000,Petrol,Manual
2013,Toyota,Corolla Altis Diesel D4DGL,Mira Road (e), Thane,475000,82000,Diesel,Manual
2017,Toyota,Corolla Altis GL MT,Ghatkopar East, Mumbai,990000,55000,Petrol,Manual
2018,Toyota,Camry 2.5 Hybrid,Matunga West, Mumbai,2185000,32656,Petrol,Automatic
2011,Toyota,Corolla Altis Diesel D4DG,Chembur, Mumbai,425000,97000,Diesel,Manual
2015,Toyota,Camry 2.5 G,Goregaon (w), Mumbai,1095000,32000,Petrol,Automatic
2017,Toyota,Camry Hybrid 2.5,Malad, Mumbai,1775000,64000,Petrol,Automatic
2015,Toyota,Etios G,Kalwa, Thane,375000,83000,Petrol,Manual
2016,Toyota,Corolla Altis VL AT,Antop Hill, Mumbai,925000,34000,Petrol,Automatic
2015,Toyota,Camry 2.5 G,Andheri East, Mumbai,955000,62000,Petrol,Automatic
2015,Toyota,Camry 2.5 G,Andheri East, Mumbai,1095000,68000,Petrol,Automatic
2012,Toyota,Etios GD,Chembur, Mumbai,385000,126000,Diesel,Manual
2014,Toyota,Corolla Altis G MT,Andheri East, Mumbai,565000,70000,Petrol,Manual
2016,Toyota,Corolla Altis GL MT,Andheri East, Mumbai,750000,63000,Petrol,Manual
2013,Toyota,Corolla Altis G,Mira Road (e), Thane,395000,87000,Petrol,Manual
2018,Toyota,Yaris G,Prabhadevi, Mumbai,700000,78156,Petrol,Manual
2018,Toyota,Camry 2.5 Hybrid,Goregaon (w), Mumbai,2185000,32000,Petrol,Automatic
2012,Toyota,Corolla Altis G,Bandra West, Mumbai,395000,65000,Petrol,Manual
2018,Toyota,Camry Hybrid 2.5,Andheri, Mumbai,2150000,32000,Petrol,Automatic
2013,Toyota,Fortuner 4x2 AT,West, Thane,1385000,114300,Diesel,Automatic
2015,Toyota,Fortuner 4x2 AT,Malad, Mumbai,1700000,89000,Diesel,Automatic
2021,Toyota,Urban cruiser High,West, Thane,935000,34401,Petrol,Manual
2013,Toyota,Fortuner 4x4 MT,Vitthalwadi, Thane,1300000,197000,Diesel,Manual
2022,Toyota,Fortuner 4X2 Diesel BSVI,Antop Hill, Mumbai,3499000,37000,Diesel,Manual
2018,Toyota,Fortuner 2.8 2WD AT BSIV,Mulund West, Mumbai,3500000,26000,Diesel,Automatic
2010,Toyota,Fortuner 3.0 Diesel,Andheri West, Mumbai,895000,173000,Diesel,Manual
2016,Toyota,Fortuner 4x4 AT,Malad West, Mumbai,1900000,150000,Diesel,Automatic
2013,Toyota,Fortuner 4x2 AT,Borivali West, Mumbai,1565000,143500,Diesel,Automatic
2022,Toyota,Fortuner 4X2 Diesel,Antop Hill, Mumbai,3749000,51000,Diesel,Manual
2015,Toyota,Fortuner 4x2 AT,Bazargate, Mumbai,1650000,145500,Diesel,Automatic
2022,Toyota,Fortuner 4X4 Diesel AT BSVI,Goregaon (w), Mumbai,4500000,32500,Diesel,Automatic
2023,Toyota,Fortuner 4X2 Diesel,Antop Hill, Mumbai,4099000,15000,Diesel,Manual
2022,Toyota,Fortuner 4X4 Diesel AT BSVI,Malad West, Mumbai,4545000,25000,Diesel,Automatic
2018,Toyota,Fortuner 2.8 4WD AT BSIV,Malad West, Mumbai,3195000,47700,Diesel,Automatic
2014,Toyota,Fortuner 4x2 AT TRD Sportivo,Thane, Mumbai,1675000,137020,Diesel,Automatic
2019,Toyota,Fortuner 2.8 4WD AT,Chembur, Mumbai,3395000,53000,Diesel,Automatic
2018,Toyota,Fortuner 2.8 2WD AT,Andheri West, Mumbai,3150000,51000,Diesel,Automatic
2022,Toyota,Fortuner 4X4 Diesel AT BSVI,Borivali West, Mumbai,4545000,32600,Diesel,Automatic
2023,Toyota,Fortuner 4X2 Diesel AT BSVI,Kandivali West, Mumbai,4350000,9800,Automatic,Automatic
2020,Toyota,Glanza V CVT,Goregaon East, Mumbai,742000,56916,Petrol,Automatic
2019,Toyota,Glanza V CVT,Goregaon East, Mumbai,807000,15816,Petrol,Automatic
2012,Toyota,Etios Liva V,Andheri West, Mumbai,275000,62000,Petrol,Manual
2021,Toyota,Glanza G,Virar E, Mumbai,695000,31000,Petrol,Manual
2012,Toyota,Etios Liva GD,Thane, Mumbai,370000,84000,Diesel,Manual
2011,Toyota,Etios Liva G,Goregaon East, Mumbai,283000,75420,Petrol,Manual
2011,Toyota,Etios Liva G,Ghatkopar West, Mumbai,268000,115205,Petrol,Manual
2019,Toyota,Glanza G Smart Hybrid,Nerul, Navi Mumbai,618000,53275,Petrol,Manual
2011,Toyota,Etios Liva G,Mulund West, Mumbai,250000,77595,Petrol,Manual
2019,Toyota,Glanza G CVT,Thurbe, Navi Mumbai,728000,21695,Petrol,Automatic
2016,Toyota,Etios Liva G,Santacruz Central, Mumbai,390000,47908,Petrol,Manual
2020,Toyota,Glanza V CVT,Ghatkopar West, Mumbai,732000,25901,Petrol,Automatic
2016,Toyota,Etios Liva 1.2 GX,Andheri East, Mumbai,340000,41000,Petrol,Manual
2019,Toyota,Glanza V CVT,Mulund West, Mumbai,800000,38000,Petrol,Automatic
2015,Toyota,Etios Cross 1.2L G,Thane, Mumbai,425000,46415,Petrol,Manual
2019,Toyota,Glanza G CVT,Thurbe, Navi Mumbai,696000,16870,Petrol,Automatic
2011,Toyota,Etios Liva G,Mulund West, Mumbai,239000,79607,Petrol,Manual
2011,Toyota,Etios Liva G,Ghatkopar West, Mumbai,235000,51005,Petrol,Manual
2020,Toyota,Glanza V CVT,Nerul, Navi Mumbai,787000,9258,Automatic,Manual
2015,Toyota,Etios Cross 1.2L G,Thane, Navi Mumbai,399000,53042,Petrol,Manual
2014,Honda,Brio S MT,Sector 18, Noida,306000,83024,Petrol,Manual
2019,Honda,Jazz V CVT,Noida, Noida,725000,52000,Petrol,Automatic
2012,Honda,Jazz Select Edition,Noida, Noida,205000,115307,Petrol,Manual
2017,Honda,Jazz 1.2 VX i VTEC,Sector 39, Noida,521000,36086,Petrol,Manual
2013,Honda,Brio S MT,Noida, Noida,278000,60379,Petrol,Manual
2012,Honda,Brio S MT,Noida, Noida,245000,70000,Petrol,Manual
2015,Honda,Jazz 1.2 V AT i VTEC,Sector 18, Noida,478000,40196,Petrol,Automatic
2012,Honda,Brio S MT,Noida, Noida,259000,30848,Petrol,Manual
2015,Honda,Brio E MT,Sector 18, Noida,314000,53538,Petrol,Manual
2017,Honda,Jazz 1.2 V i VTEC,Sector 18, Noida,505000,32941,Petrol,Manual
2019,Honda,Jazz V CVT,Noida, Noida,725000,51000,Petrol,Automatic
2015,Honda,Brio E MT,Sector 39, Noida,275000,41772,Petrol,Manual
2014,Honda,Brio S MT,Noida, Noida,293000,63368,Petrol,Manual
2016,Honda,Jazz 1.2 V AT i VTEC,Noida, Noida,529000,52009,Petrol,Automatic
2015,Honda,Brio S MT,Noida, Noida,281000,118868,Petrol,Manual
2017,Honda,Jazz 1.2 V AT i VTEC,Noida, Noida,500000,50000,Petrol,Automatic
2016,Honda,Brio S MT,Noida, Noida,377000,67239,Petrol,Manual
2017,Honda,Jazz 1.2 SV i VTEC,Noida, Noida,550000,52000,Petrol,Manual
2016,Honda,City i VTEC CVT SV,Sector 16, Noida,555000,102000,Petrol,Automatic
2019,Honda,Amaze VX CVT Petrol,Noida, Noida,736000,36763,Petrol,Automatic
2022,Honda,Amaze VX Petrol,Sector 18, Noida,829000,11935,Petrol,Manual
2017,Honda,Amaze S Petrol BSIV,Sector 18, Noida,477000,68483,Petrol,Manual
2016,Honda,Amaze S i-Vtech,Sector 18, Noida,383000,53421,Petrol,Manual
2015,Honda,Amaze S i-Vtech,Noida, Noida,355000,81000,Petrol,Manual
2015,Honda,City i VTEC V,Sector 18, Noida,581000,67144,Petrol,Manual
2016,Honda,City i VTEC VX,Sector 18, Noida,647000,43062,Petrol,Manual
2018,Honda,Amaze V Petrol BSIV,Sector 39, Noida,622000,53242,Petrol,Manual
2017,Honda,Amaze S Petrol BSIV,Sector 18, Noida,500000,33373,Petrol,Manual
2015,Honda,City V MT AVN,Noida, Noida,525000,89625,Petrol,Manual
2019,Honda,Amaze S Petrol BSIV,Sector 39, Noida,611000,39444,Petrol,Manual
2017,Honda,Amaze S i-VTEC,Sector 16, Noida,465000,50000,Petrol,Manual
2016,Honda,Amaze SX i-VTEC,Sector 39, Noida,398000,99399,Petrol,Manual
2015,Honda,City i VTEC CVT VX,Sector 18, Noida,604000,55301,Petrol,Automatic
2017,Honda,City i VTEC VX,Sector 39, Noida,706000,99063,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Sector 39, Noida,678000,26623,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Sector 18, Noida,678000,26586,Petrol,Manual
2019,Honda,BR-V i-VTEC S MT,Sector 18, Noida,783000,63810,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Sector 39, Noida,660000,20190,Petrol,Manual
2017,Honda,CR-V 2.0L 2WD AT,Sector 18, Noida,1339000,58208,Petrol,Automatic
2018,Honda,WRV 2017-2020 i-VTEC S,Sector 39, Noida,617000,17932,Petrol,Manual
2021,Honda,WR-V SV,Sector 39, Noida,862000,8083,Manual,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Noida, Noida,650000,58000,Petrol,Manual
