Mgf_Year,Car_Brand,Car_Model,City,State,Price,Kms,Engine_Type,EngineTransmission
2021,Hyundai,Aura SX Plus Turbo,Industrial Area Phase 1, Chandigarh,690000,24628,Petrol,Manual
2021,Hyundai,Elantra VTVT SX,Industrial Area Phase 1, Chandigarh,1267000,70888,Petrol,Manual
2017,Hyundai,Verna 1.6 CRDi SX,Industrial Area Phase 1, Chandigarh,760000,63642,Diesel,Manual
2018,Hyundai,Xcent 1.2 CRDi E,Chandigarh, Chandigarh,400000,94000,Diesel,Manual
2013,Hyundai,Verna 1.6 SX CRDi (O),Chandigarh, Chandigarh,450000,120000,Diesel,Manual
2022,Hyundai,Verna SX Opt Diesel,Chandigarh, Chandigarh,1390000,40000,Diesel,Manual
2005,Hyundai,Accent GLS,Chandigarh, Chandigarh,125000,150000,Petrol,Manual
2011,Hyundai,Verna 1.6 SX CRDi (O),Chandigarh, Chandigarh,350000,81000,Diesel,Manual
2014,Hyundai,Verna 1.6 SX,Chandigarh, Chandigarh,310000,120000,Diesel,Manual
2013,Hyundai,Verna 1.6 CRDI,Chandigarh, Chandigarh,265000,150000,Diesel,Manual
2018,Hyundai,Creta 1.6 SX Diesel,Industrial Area Phase 1, Chandigarh,1065000,51945,Diesel,Manual
2021,Hyundai,Venue S,Industrial Area Phase 1, Chandigarh,785000,19414,Petrol,Manual
2015,Hyundai,Creta 1.4 CRDi S,Industrial Area Phase 1, Chandigarh,614000,77283,Diesel,Manual
2021,Hyundai,Venue SX Diesel,Industrial Area Phase 1, Chandigarh,897000,33718,Diesel,Manual
2022,Hyundai,Venue SX Turbo,Industrial Area Phase 1, Chandigarh,951000,28287,Petrol,Manual
2020,Hyundai,Venue SX Diesel,Industrial Area Phase 1, Chandigarh,855000,50075,Diesel,Manual
2017,Hyundai,Creta 1.6 VTVT SX Plus,Industrial Area Phase 1, Chandigarh,779000,90605,Petrol,Manual
2019,Hyundai,Venue SX Opt Turbo BSIV,Industrial Area Phase 1, Chandigarh,840000,64842,Petrol,Manual
2020,Hyundai,Creta SX BSVI,Industrial Area Phase 1, Chandigarh,1215000,64066,Petrol,Manual
2020,Hyundai,Venue SX Plus Turbo DCT BSIV,Industrial Area Phase 1, Chandigarh,838000,30959,Petrol,Automatic
2015,Hyundai,Creta 1.6 CRDi SX Plus,Chandigarh, Chandigarh,650000,75000,Diesel,Manual
2019,Hyundai,Creta 1.4 S,Chandigarh, Chandigarh,1000000,80000,Diesel,Manual
2015,Hyundai,Creta 1.6 CRDi AT SX Plus,Chandigarh, Chandigarh,740000,90000,Diesel,Automatic
2022,Hyundai,Creta SX Opt Diesel AT BSVI,Chandigarh, Chandigarh,1800000,56000,Diesel,Automatic
2019,Hyundai,Creta 1.6 VTVT AT SX Plus,Chandigarh, Chandigarh,1150000,70000,Petrol,Automatic
2019,Hyundai,Creta 1.6 CRDi SX Plus,Chandigarh, Chandigarh,1125000,50000,Diesel,Manual
2018,Hyundai,Creta 1.6 SX Automatic Diesel,Chandigarh, Chandigarh,1200000,60000,Diesel,Automatic
2016,Hyundai,Creta 1.6 CRDi SX Plus,Chandigarh, Chandigarh,700000,150000,Diesel,Manual
2018,Hyundai,Creta 1.4 CRDi S Plus,Chandigarh, Chandigarh,600000,110000,Diesel,Manual
2018,Hyundai,Creta 1.6 CRDi SX Plus,Chandigarh, Chandigarh,700000,80000,Diesel,Manual
2018,Mahindra,KUV 100 NXT G80 K4 Plus,Industrial Area Phase 1, Chandigarh,427000,40950,Petrol,Manual
2019,Mahindra,KUV 100 NXT D75 K2,Chandigarh, Chandigarh,300000,60000,Diesel,Manual
2018,Maruti,Baleno 1.2 Delta,Naraina, New Delhi,540000,66000,Petrol,Manual
2020,Maruti,Alto 800 LXI,Industrial Area Phase 1, Chandigarh,380000,17653,Petrol,Manual
2022,Maruti,Ignis Sigma BSVI,Industrial Area Phase 1, Chandigarh,504000,13606,Petrol,Manual
2020,Maruti,S-Presso VXI Plus AT 2019-2022,Industrial Area Phase 1, Chandigarh,460000,28354,Petrol,Automatic
2012,Maruti,Wagon R VXI,Bengali Market, New Delhi,245000,98000,Petrol,Manual
2013,Maruti,Wagon R 2010-2013 VXI BS IV,Industrial Area Phase 1, Chandigarh,233000,87470,Petrol,Manual
2021,Maruti,S-Presso VXI CNG 2019-2020,Industrial Area Phase 1, Chandigarh,512000,43248,CNG,Manual
2018,Maruti,Ignis 1.2 Zeta BSIV,Industrial Area Phase 1, Chandigarh,444000,42458,Petrol,Manual
2020,Maruti,S-Presso VXI Plus 2019-2022,Industrial Area Phase 1, Chandigarh,433000,27416,Petrol,Manual
2018,Maruti,Celerio ZXI,Industrial Area Phase 1, Chandigarh,473000,10711,Petrol,Manual
2020,Maruti,Alto 800 LXI,Industrial Area Phase 1, Chandigarh,378000,9409,Manual,Manual
2021,Maruti,Baleno Zeta,Industrial Area Phase 1, Chandigarh,748000,44058,Petrol,Manual
2021,Maruti,Baleno Zeta,Industrial Area Phase 1, Chandigarh,697000,31143,Petrol,Manual
2022,Maruti,Celerio VXI,Industrial Area Phase 1, Chandigarh,563000,36635,Petrol,Manual
2020,Maruti,Baleno Zeta,Industrial Area Phase 1, Chandigarh,616000,44301,Petrol,Manual
2018,Maruti,Celerio ZXI,Industrial Area Phase 1, Chandigarh,468000,39297,Petrol,Manual
2022,Maruti,Alto 800 VXI BSVI,Industrial Area Phase 1, Chandigarh,400000,3005,Manual,Manual
2022,Maruti,Baleno Zeta BSVI,Industrial Area Phase 1, Chandigarh,754000,27094,Petrol,Manual
2017,Maruti,Ciaz AT ZXi,Naraina, New Delhi,870000,54000,Petrol,Automatic
2019,Maruti,Ciaz Sigma BSIV,Industrial Area Phase 1, Chandigarh,697000,20254,Petrol,Manual
2016,Maruti,Ciaz VDi,Chandigarh, Chandigarh,510000,93945,Diesel,Manual
2015,Maruti,Swift Dzire VDI,Industrial Area Phase 1, Chandigarh,474000,96791,Diesel,Manual
2019,Maruti,Dzire 2017-2020 VXI 1.2,Industrial Area Phase 1, Chandigarh,541000,61837,Petrol,Manual
2022,Maruti,Swift Dzire LXI BSVI,Industrial Area Phase 1, Chandigarh,612000,22014,Petrol,Manual
2017,Maruti,Dzire 2017-2020 AMT VXI,Industrial Area Phase 1, Chandigarh,533000,54659,Petrol,Automatic
2023,Maruti,Swift Dzire VXI,Chandigarh, Chandigarh,840000,40000,Petrol,Manual
2015,Maruti,Swift Dzire VDI,Chandigarh, Chandigarh,475000,110000,Diesel,Manual
2022,Maruti,Swift Dzire Tour S CNG (O),Chandigarh, Chandigarh,715000,50000,CNG,Manual
2018,Maruti,Ciaz Petrol,Chandigarh, Chandigarh,650000,77000,Diesel,Manual
2023,Maruti,Swift Dzire VXI,Chandigarh, Chandigarh,770000,10000,Petrol,Manual
2018,Maruti,Ciaz Delta BSIV,Chandigarh, Chandigarh,600000,80000,Petrol,Manual
2016,Maruti,Ciaz VDi Plus SHVS,Chandigarh, Chandigarh,570000,90000,Diesel,Manual
2011,Maruti,Swift Dzire VDi,Chandigarh, Chandigarh,180000,90000,Diesel,Manual
2018,Maruti,Dzire 2017-2020 VDI,Chandigarh, Chandigarh,550000,60000,Diesel,Manual
2016,Maruti,Dzire 2017-2020 Range Extender,Chandigarh, Chandigarh,300000,96000,Petrol,Manual
2018,Maruti,Dzire 2017-2020 LDI,Chandigarh, Chandigarh,300000,100000,Diesel,Manual
2016,Maruti,Ciaz VXi Option,Nangal Raya, New Delhi,600000,39000,Petrol,Manual
2017,Maruti,Vitara Brezza ZDi Plus,Industrial Area Phase 1, Chandigarh,657000,84339,Diesel,Manual
2021,Maruti,Vitara Brezza VXI,Industrial Area Phase 1, Chandigarh,835000,11156,Petrol,Manual
2016,Maruti,Vitara Brezza ZDi,Industrial Area Phase 1, Chandigarh,630000,102284,Diesel,Manual
2016,Maruti,Vitara Brezza ZDi,Chandigarh, Chandigarh,635000,97230,Diesel,Manual
2017,Maruti,Vitara Brezza VDi Option,Industrial Area Phase 1, Chandigarh,568000,100522,Diesel,Manual
2019,Maruti,S Cross Delta DDiS 200 SH,Industrial Area Phase 1, Chandigarh,751000,66325,Diesel,Manual
2016,Maruti,Vitara Brezza VDi,Industrial Area Phase 1, Chandigarh,508000,113722,Diesel,Manual
2017,Maruti,Vitara Brezza ZDi Plus,Chandigarh, Chandigarh,660000,90000,Diesel,Manual
2023,Maruti,Brezza Zxi,Chandigarh, Chandigarh,1100000,10000,Petrol,Manual
2017,Maruti,Vitara Brezza VDi Option,Chandigarh, Chandigarh,560000,120000,Diesel,Manual
2023,Maruti,FRONX Delta Plus,Chandigarh, Chandigarh,839000,20000,Petrol,Manual
2022,Tata,Altroz XZ Diesel BSVI,Industrial Area Phase 1, Chandigarh,882000,12064,Diesel,Manual
2022,Tata,Altroz XM plus BSVI,Industrial Area Phase 1, Chandigarh,702000,9456,Manual,Manual
2021,Tata,Tiago XT BSVI,Industrial Area Phase 1, Chandigarh,553000,47845,Petrol,Manual
2020,Tata,Tiago XZA,Industrial Area Phase 1, Chandigarh,572000,47538,Petrol,Automatic
2021,Tata,Altroz XZ Diesel BSVI,Industrial Area Phase 1, Chandigarh,673000,38709,Diesel,Manual
2020,Tata,Altroz XZ Diesel BSVI,Chandigarh, Chandigarh,750000,26000,Diesel,Manual
2023,Tata,Tiago EV XZ Plus LR,Chandigarh, Chandigarh,980000,30000,Electric,Automatic
2022,Tata,Safari XZA Plus AT BSVI,Chandigarh, Chandigarh,1900000,20000,Diesel,Automatic
2023,Tata,Nexon XZ Plus,Industrial Area Phase 1, Chandigarh,1064000,2603,Manual,Automatic
2022,Tata,Nexon XZ Plus Dark Edition BSVI,Industrial Area Phase 1, Chandigarh,968000,27079,Petrol,Manual
2019,Tata,Harrier XZ BSIV,Industrial Area Phase 1, Chandigarh,1111000,59640,Diesel,Manual
2021,Tata,Harrier XTA Plus Dark Edition AT BSVI,Naraina, New Delhi,1885000,38000,Diesel,Automatic
2021,Tata,Nexon XZ Plus BSVI,Industrial Area Phase 1, Chandigarh,855000,22404,Petrol,Manual
2022,Tata,Punch Accomplished BSVI,Industrial Area Phase 1, Chandigarh,673000,10555,Petrol,Manual
2017,Tata,Nexon 1.2 Revotron XM,Industrial Area Phase 1, Chandigarh,571000,31230,Petrol,Manual
2021,Tata,Harrier XZ Plus BSVI,Naraina, New Delhi,1695000,60000,Diesel,Manual
2019,Tata,Harrier XZ BSIV,Industrial Area Phase 1, Chandigarh,1109000,29122,Diesel,Manual
2022,Tata,Punch Accomplished BSVI,Industrial Area Phase 1, Chandigarh,657000,24268,Petrol,Manual
2022,Tata,Safari XT Plus BSVI,Chandigarh, Chandigarh,1750000,30000,Diesel,Manual
2010,Tata,Safari DICOR 2.2 LX 4x2 BS IV,Chandigarh, Chandigarh,2000000,100000,Diesel,Manual
2018,Tata,Nexon 1.5 Revotorq XZ Plus,Rajindra Place, New Delhi,750000,30500,Diesel,Manual
2022,Tata,Nexon EV XZ Plus Lux,Paltra, Gurgaon,1590000,14300,Electric,Automatic
2022,Tata,Tigor XZ Plus CNG BSVI,Industrial Area Phase 1, Chandigarh,710000,23311,CNG,Manual
2020,Tata,Tigor XZ Plus,Industrial Area Phase 1, Chandigarh,584000,23360,Petrol,Manual
2023,Tata,Tigor EV XZ Plus LUX,Chandigarh, Chandigarh,1125000,70000,Electric,Automatic
2023,Tata,Tigor EV XZ Plus LUX,Chandigarh, Chandigarh,1050000,70000,Electric,Automatic
2023,Tata,Tigor EV XZ Plus LUX,Chandigarh, Chandigarh,995000,70000,Electric,Automatic
2019,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,Naraina, New Delhi,1790000,56000,Diesel,Automatic
2015,Toyota,Innova 2.5 VX 8 STR,Industrial Area Phase 1, Chandigarh,949000,90880,Diesel,Manual
2015,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Industrial Area Phase 1, Chandigarh,848000,106906,Diesel,Manual
2016,Toyota,Innova Crysta 2.4 GX 8 STR,Industrial Area Phase 1, Chandigarh,1218000,49106,Diesel,Manual
2015,Toyota,Innova 2.5 GX (Diesel) 7 Seater,Bengali Market, New Delhi,750000,98000,Diesel,Manual
2012,Toyota,Innova 2.5 E 7 STR,Chandigarh, New Delhi,900000,165520,Diesel,Manual
2013,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,Chandigarh, New Delhi,650000,82000,Diesel,Manual
2022,Toyota,Innova Crysta 2.4 GX 8 STR AT,Chandigarh, New Delhi,2200000,120000,Diesel,Automatic
2015,Toyota,Innova 2.5 GX (Diesel) 7 Seater,Bengali Market, New Delhi,785000,95000,Diesel,Manual
2022,Toyota,Innova Crysta 2.7 ZX 7 STR AT,Chandigarh, New Delhi,2500000,20000,Petrol,Automatic
2007,Toyota,Innova 2.5 G (Diesel) 7 Seater BS III,Chandigarh, New Delhi,295000,150000,Diesel,Manual
2017,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,Chandigarh, New Delhi,1625000,60000,Diesel,Automatic
2012,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Chandigarh, New Delhi,450000,100000,Diesel,Manual
2010,Toyota,Innova 2.5 V Diesel 7-seater,Chandigarh, New Delhi,395000,120000,Diesel,Manual
2016,Toyota,Innova Crysta 2.8 GX AT BSIV,Chandigarh, New Delhi,1400000,150000,Diesel,Automatic
2018,Toyota,Innova Crysta 2.8 GX AT BSIV,Ramesh Nagar, New Delhi,1650000,72500,Diesel,Automatic
2019,Toyota,Innova Crysta 2.8 ZX AT BSIV,Ramesh Nagar, New Delhi,1750000,82500,Diesel,Automatic
2019,Toyota,Innova Crysta 2.8 ZX AT BSIV,Ramesh Nagar, New Delhi,1725000,82350,Diesel,Automatic
2020,Toyota,Camry Hybrid 2.5,Naraina, New Delhi,3375000,75000,Petrol,Automatic
2015,Toyota,Etios VX,Chandigarh, New Delhi,525000,80000,Petrol,Manual
2018,Toyota,Corolla Altis 1.8 G,Chandigarh, New Delhi,1000000,120000,Petrol,Manual
2017,Toyota,Camry 2.5 Hybrid,Chanakya Puri, New Delhi,1500000,75000,Petrol,Automatic
2017,Toyota,Camry Hybrid,Naraina, New Delhi,2175000,45000,Petrol,Automatic
2016,Toyota,Corolla Altis 1.8 GL,Rajindra Place, New Delhi,851000,81000,Petrol,Manual
2015,Toyota,Camry Hybrid,Rajindra Place, New Delhi,1451000,97200,Petrol,Automatic
2020,Toyota,Camry Hybrid 2.5,Naraina, New Delhi,3750000,36000,Petrol,Automatic
2011,Toyota,Corolla Altis G,Naraina, New Delhi,325000,56000,Petrol,Manual
2017,Toyota,Land Cruiser 2009-2020 VX,Chandigarh, New Delhi,13000000,100000,Diesel,Automatic
2022,Toyota,Urban cruiser High AT,Chandigarh, New Delhi,850000,20000,Petrol,Automatic
2013,Toyota,Fortuner 4x2 AT,Chandigarh, New Delhi,1055000,110000,Diesel,Automatic
2013,Toyota,Fortuner 4x2 4 Speed AT,Chandigarh, New Delhi,1650000,100000,Diesel,Automatic
2018,Toyota,Fortuner 2.8 2WD AT BSIV,Naraina, New Delhi,2825000,60000,Diesel,Automatic
2011,Toyota,Fortuner 3.0 Diesel,Chandigarh, New Delhi,700000,130000,Diesel,Manual
2013,Toyota,Fortuner 4x2 4 Speed AT,Chandigarh, New Delhi,1250000,80000,Diesel,Automatic
2019,Toyota,Fortuner 2.8 2WD AT BSIV,Chandigarh, New Delhi,3450000,40000,Diesel,Automatic
2017,Toyota,Fortuner 2.8 2WD AT BSIV,Naraina, New Delhi,2425000,86000,Diesel,Automatic
2022,Toyota,Urban cruiser Mid AT,Chandigarh, New Delhi,950000,20000,Petrol,Automatic
2018,Toyota,Fortuner 2.8 2WD AT BSIV,Ramesh Nagar, New Delhi,2500000,135850,Diesel,Automatic
2018,Toyota,Fortuner 2.8 2WD AT BSIV,Ramesh Nagar, New Delhi,2500000,135200,Diesel,Automatic
2018,Toyota,Fortuner 2.8 4WD AT BSIV,Ramesh Nagar, New Delhi,2500000,135000,Diesel,Automatic
2023,Toyota,Land Cruiser 300 ZX,Rajender Nagar, New Delhi,26800000,9000,Automatic,Automatic
2023,Toyota,Fortuner 4X2 Diesel AT BSVI,Patparganj, New Delhi,4175000,31000,Diesel,Automatic
2015,Toyota,Fortuner 4x2 Manual,Rajindra Place, New Delhi,1250000,149000,Diesel,Manual
2020,Toyota,Glanza V,Industrial Area Phase 1, Chandigarh,744000,22035,Petrol,Manual
2023,Toyota,Glanza V AMT,Industrial Area Phase 1, Chandigarh,926000,10279,Petrol,Automatic
2023,Toyota,Glanza E,Chandigarh, Chandigarh,700000,40000,Petrol,Manual
2016,Honda,Jazz 1.2 VX i VTEC,Thiruverkadu, Chennai,531000,59895,Petrol,Manual
2016,Honda,Jazz 1.2 SV i VTEC,Kolathur, Chennai,525000,77000,Petrol,Manual
2015,Honda,Brio VX,Thygaraya Nagar, Chennai,395000,45000,Petrol,Manual
2017,Honda,Jazz 1.2 VX i VTEC,Ganapathipuram, Chennai,631000,70471,Petrol,Manual
2016,Honda,Jazz 1.2 VX i VTEC,MEENAMBAKKAM, Chennai,550000,88398,Petrol,Manual
2016,Honda,Jazz 1.2 SV i VTEC,MEENAMBAKKAM, Chennai,520000,93449,Petrol,Manual
2019,Honda,Jazz Exclusive CVT,Ganapathipuram, Chennai,705000,50221,Petrol,Automatic
2016,Honda,Brio E MT,Chromepet, Chennai,360000,44941,Petrol,Manual
2016,Honda,Jazz 1.2 SV i VTEC,Thiruverkadu, Chennai,508000,55386,Petrol,Manual
2017,Honda,Jazz 1.2 V i VTEC,Anna Nagar, Chennai,650000,59827,Petrol,Manual
2017,Honda,Jazz 1.2 V i VTEC,Thiruverkadu, Chennai,496000,61726,Petrol,Manual
2017,Honda,Jazz 1.2 VX i VTEC,Anna Nagar, Chennai,650000,39418,Petrol,Manual
2019,Honda,Jazz VX CVT,Thiruverkadu, Chennai,736000,12870,Petrol,Automatic
2018,Honda,Jazz 1.2 V i VTEC,Thiruverkadu, Chennai,536000,89090,Petrol,Manual
2018,Honda,Jazz VX CVT,Thygaraya Nagar, Chennai,700000,34000,Petrol,Automatic
2017,Honda,Jazz 1.2 SV i VTEC,Thiruverkadu, Chennai,517000,85950,Petrol,Manual
2016,Honda,Jazz 1.2 V i VTEC,Ambattur, Chennai,525000,986645,Petrol,Manual
2016,Honda,Jazz 1.2 V i VTEC,Thiruverkadu, Chennai,467000,110325,Petrol,Manual
2018,Honda,Jazz 1.2 V i VTEC,Anna Nagar, Chennai,630000,33267,Petrol,Manual
2014,Honda,Brio 1.2 VX MT,Porur, Chennai,375000,40440,Petrol,Manual
2014,Honda,Mobilio V i-VTEC,Anna Nagar, Chennai,500000,107896,Petrol,Manual
2014,Honda,Mobilio V i-VTEC,Anna Nagar, Chennai,540000,68967,Petrol,Manual
2019,Honda,City V MT,Nandanam, Chennai,830000,87400,Petrol,Manual
2017,Honda,City i VTEC V,Ganapathipuram, Chennai,812000,61870,Petrol,Manual
2019,Honda,City i-VTEC CVT ZX,Ganapathipuram, Chennai,1132000,52396,Petrol,Automatic
2015,Honda,City i DTEC SV,Chromepet, Chennai,675000,91384,Diesel,Manual
2016,Honda,City i VTEC SV,Chromepet, Chennai,630000,37692,Petrol,Manual
2011,Honda,City 1.5 S MT,Kolathur, Chennai,375000,375006,Petrol,Manual
2014,Honda,City VX MT,Anna Nagar, Chennai,600000,102269,Petrol,Manual
2016,Honda,Amaze SX i VTEC,Anna Nagar, Chennai,550000,35360,Petrol,Manual
2017,Honda,City i VTEC SV,Ganapathipuram, Chennai,652000,89640,Petrol,Manual
2015,Honda,City i VTEC V,Thiruverkadu, Chennai,581000,82143,Petrol,Manual
2017,Honda,City i VTEC VX,Ganapathipuram, Chennai,839000,39871,Petrol,Manual
2015,Honda,Amaze S i-Vtech,Thiruverkadu, Chennai,434000,87242,Petrol,Manual
2017,Honda,City i VTEC CVT VX,Thiruverkadu, Chennai,830000,98074,Petrol,Automatic
2016,Honda,City i VTEC V,Ambattur, Chennai,690000,50273,Petrol,Manual
2015,Honda,City i VTEC VX,Chromepet, Chennai,690000,67518,Petrol,Manual
2017,Honda,City i VTEC V,Ganapathipuram, Chennai,705000,78157,Petrol,Manual
2016,Honda,City i VTEC V,Kottivakkam, Chennai,640000,72181,Petrol,Manual
2016,Honda,City i VTEC V,Nandanam, Chennai,640000,72100,Petrol,Manual
2015,Honda,City 1.5 S MT,Anna Nagar, Chennai,580000,98672,Petrol,Manual
2017,Honda,Amaze SX i VTEC,MEENAMBAKKAM, Chennai,510000,77996,Petrol,Manual
2021,Honda,WR-V VX,Ganapathipuram, Chennai,869000,25061,Petrol,Manual
2017,Honda,WRV 2017-2020 i-DTEC VX,Thiruverkadu, Chennai,754000,85291,Diesel,Manual
2018,Honda,WRV 2017-2020 i-DTEC VX,Medavakkam, Chennai,845000,35000,Diesel,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Thiruverkadu, Chennai,738000,44905,Petrol,Manual
2020,Honda,WRV 2017-2020 i-VTEC VX,Chromepet, Chennai,750000,43313,Petrol,Manual
2017,Honda,WRV 2017-2020 i-DTEC VX,Thiruverkadu, Chennai,731000,100049,Diesel,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Anna Nagar, Chennai,850000,45212,Petrol,Manual
2018,Honda,BR-V i-DTEC S MT,Anna Nagar, Chennai,925000,57000,Diesel,Manual
2017,Honda,WRV 2017-2020 i-DTEC VX,Ganapathipuram, Chennai,819000,20165,Diesel,Manual
2017,Honda,WRV 2017-2020 i-DTEC VX,Ganapathipuram, Chennai,759000,66624,Diesel,Manual
2019,Honda,WRV 2017-2020 i-VTEC VX,Ganapathipuram, Chennai,735000,44060,Petrol,Manual
2016,Honda,BR-V i-DTEC V MT,Anna Nagar, Chennai,770000,78407,Diesel,Manual
2019,Honda,WRV 2017-2020 i-VTEC S,Thiruverkadu, Chennai,666000,53799,Petrol,Manual
2021,Honda,WRV 2017-2020 i-VTEC VX,Anna Nagar, Chennai,850000,24915,Petrol,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Ganapathipuram, Chennai,603000,45991,Petrol,Manual
2017,Honda,WRV 2017-2020 i-DTEC S,Anna Nagar, Chennai,700000,71808,Diesel,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Thiruverkadu, Chennai,719000,31329,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Thiruverkadu, Chennai,612000,79390,Petrol,Manual
2018,Honda,BR-V Style Edition V CVT,Anna Nagar, Chennai,700000,78387,Petrol,Automatic
2016,Honda,BR-V Style Edition V CVT,Anna Nagar, Chennai,750000,40740,Petrol,Automatic
2018,Hyundai,Elite i20 2017-2020 Petrol CVT Asta,Chennai, Chennai,760000,50000,Petrol,Automatic
2017,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Thiruverkadu, Chennai,565000,76899,Petrol,Automatic
2017,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Thiruverkadu, Chennai,572000,24694,Petrol,Automatic
2018,Hyundai,Grand i10 1.2 Kappa Asta,Ganapathipuram, Chennai,567000,38913,Petrol,Manual
2019,Hyundai,Elite i20 2017-2020 Asta Option BSIV,Thiruverkadu, Chennai,723000,31827,Petrol,Manual
2018,Hyundai,Grand i10 1.2 Kappa Asta,Ganapathipuram, Chennai,522000,61142,Petrol,Manual
2020,Hyundai,Grand i10 Nios Magna Corp Edition,Ganapathipuram, Chennai,590000,59780,Petrol,Manual
2022,Hyundai,i20 Magna BSVI,Ganapathipuram, Chennai,696000,32881,Petrol,Manual
2017,Hyundai,Elite i20 2014-2017 Asta 1.2,Ganapathipuram, Chennai,665000,43104,Petrol,Manual
2019,Hyundai,Grand i10 Magna,Medavakkam, Chennai,550000,51000,Petrol,Manual
2013,Hyundai,i10 Asta Sunroof AT,Kolathur, Chennai,375000,45000,Petrol,Automatic
2014,Hyundai,i10 Era LPG,Chromepet, Chennai,340000,60314,LPG,Manual
2017,Hyundai,EON Magna Optional,Medavakkam, Chennai,350000,24000,Petrol,Manual
2017,Hyundai,Elite i20 2017-2020 1.2 Asta Option,Thiruverkadu, Chennai,657000,36560,Petrol,Manual
2019,Hyundai,Elite i20 2017-2020 1.2 Asta Option,Anna Nagar, Chennai,750000,35000,Petrol,Manual
2021,Hyundai,Grand i10 Nios Sportz,Nandanam, Chennai,620000,30900,Petrol,Manual
2018,Hyundai,Elite i20 2017-2020 1.4 Asta Option,Kolathur, Chennai,675000,90000,Diesel,Manual
2017,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Thiruverkadu, Chennai,551000,96921,Petrol,Automatic
2016,Hyundai,i20 Active 1.2 SX,Thiruverkadu, Chennai,524000,90703,Petrol,Manual
2016,Hyundai,Xcent 1.2 Kappa SX,Thiruverkadu, Chennai,502000,56646,Petrol,Manual
2014,Hyundai,Xcent 1.2 Kappa S Option,Kottivakkam, Chennai,440000,70021,Petrol,Manual
2016,Hyundai,Verna 1.6 VTVT AT SX,Medavakkam, Chennai,650000,56000,Petrol,Automatic
2016,Hyundai,Xcent 1.2 Kappa SX,Thiruverkadu, Chennai,502000,57043,Petrol,Manual
2018,Hyundai,Verna VTVT 1.6 SX,Ganapathipuram, Chennai,816000,44295,Petrol,Manual
2017,Hyundai,Verna 1.6 CRDI SX Option,Thiruverkadu, Chennai,848000,66501,Diesel,Manual
2015,Hyundai,Verna 1.4 CRDi,MEENAMBAKKAM, Chennai,665000,50803,Diesel,Manual
2017,Hyundai,Xcent 1.2 VTVT SX,Thiruverkadu, Chennai,510000,33856,Petrol,Manual
2017,Hyundai,Verna 1.6 SX VTVT,Ganapathipuram, Chennai,762000,43556,Petrol,Manual
2017,Hyundai,Verna 1.6 VTVT S,Thiruverkadu, Chennai,677000,44625,Petrol,Manual
2018,Hyundai,Xcent 1.2 VTVT SX,Ganapathipuram, Chennai,552000,34150,Petrol,Manual
2022,Hyundai,Verna S Plus,Thygaraya Nagar, Chennai,1050000,11000,Petrol,Manual
2016,Hyundai,Xcent 1.2 Kappa S AT,Ganapathipuram, Chennai,438000,122432,Petrol,Automatic
2018,Hyundai,Verna VTVT 1.6 SX,MEENAMBAKKAM, Chennai,820000,43473,Petrol,Manual
2018,Hyundai,Verna VTVT 1.6 SX Option,Kottivakkam, Chennai,820000,43473,Petrol,Manual
2018,Hyundai,Verna VTVT 1.6 SX Option,Ganapathipuram, Chennai,812000,76695,Petrol,Manual
2018,Hyundai,Xcent 1.2 VTVT S,Ganapathipuram, Chennai,514000,81123,Petrol,Manual
2016,Hyundai,Verna 1.6 CRDI SX Option,Nandanam, Chennai,690000,69800,Diesel,Manual
2020,Hyundai,Verna SX Opt AT Diesel,Thiruverkadu, Chennai,1223000,91343,Diesel,Automatic
2019,Hyundai,Verna CRDi 1.6 SX Option,Ganapathipuram, Chennai,919000,72068,Diesel,Manual
2018,Hyundai,Creta 1.6 CRDi AT SX Plus,Chennai, Chennai,1130000,90000,Diesel,Automatic
2019,Hyundai,Creta 1.6 SX Automatic,Anna Nagar, Chennai,1295000,12000,Petrol,Automatic
2020,Hyundai,Creta SX Opt IVT BSVI,Ganapathipuram, Chennai,1478000,40713,Petrol,Automatic
2016,Hyundai,Creta 1.6 VTVT AT SX Plus,Ganapathipuram, Chennai,924000,56020,Petrol,Automatic
2019,Hyundai,Creta 1.6 SX Automatic,Thygaraya Nagar, Chennai,1125000,47000,Petrol,Automatic
2017,Hyundai,Creta 1.6 VTVT SX Plus,Ganapathipuram, Chennai,813000,94790,Petrol,Manual
2016,Hyundai,Creta 1.6 SX Automatic Diesel,Chromepet, Chennai,890000,83853,Diesel,Automatic
2019,Hyundai,Venue S,Chromepet, Chennai,740000,38526,Petrol,Manual
